omega,t,out,in
11,1.844,0.00026,0.396
11,1.855,0.00062,0.4
11,1.865,0.00131,0.398
11,1.874,0.00202,0.392
11,1.884,0.0026,0.381
11,1.895,0.00299,0.365
11,1.905,0.0037,0.345
11,1.914,0.00406,0.321
11,1.925,0.00457,0.293
11,1.934,0.00499,0.261
11,1.944,0.0055,0.226
11,1.954,0.00586,0.189
11,1.964,0.00634,0.149
11,1.975,0.00657,0.107
11,1.985,0.00639,0.064
11,1.994,0.00619,0.021
11,2.004,0.00626,-0.023
11,2.015,0.00621,-0.067
11,2.024,0.00629,-0.11
11,2.034,0.00681,-0.151
11,2.044,0.00722,-0.191
11,2.055,0.00734,-0.228
11,2.065,0.00745,-0.263
11,2.075,0.00753,-0.295
11,2.084,0.00756,-0.322
11,2.095,0.00742,-0.346
11,2.104,0.00739,-0.366
11,2.114,0.00734,-0.382
11,2.125,0.00715,-0.392
11,2.135,0.00682,-0.398
11,2.145,0.00664,-0.4
11,2.155,0.00624,-0.396
11,2.164,0.00583,-0.388
11,2.174,0.00534,-0.375
11,2.184,0.00489,-0.357
11,2.194,0.00437,-0.335
11,2.204,0.0038,-0.309
11,2.214,0.00313,-0.279
11,2.224,0.00264,-0.246
11,2.234,0.00212,-0.21
11,2.244,0.00154,-0.171
11,2.254,0.00095,-0.131
11,2.265,0.00045,-0.089
11,2.274,-0.00004,-0.045
11,2.284,-0.00056,-0.001
11,2.294,-0.00105,0.043
11,2.305,-0.00129,0.086
11,2.315,-0.0015,0.128
11,2.324,-0.00151,0.169
11,2.334,-0.0015,0.208
11,2.345,-0.00118,0.244
11,2.355,-0.00089,0.277
11,2.364,-0.00063,0.307
11,2.375,-0.00053,0.334
11,2.385,-0.00021,0.356
11,2.395,0,0.374
11,2.404,0.00033,0.387
11,2.414,0.00074,0.396
11,2.424,0.00134,0.4
11,2.434,0.00183,0.399
11,2.444,0.00222,0.393
11,2.454,0.00258,0.382
11,2.464,0.00306,0.367
11,2.474,0.0034,0.348
11,2.484,0.00393,0.324
11,2.494,0.00452,0.296
11,2.504,0.00498,0.265
11,2.515,0.00534,0.231
11,2.524,0.0058,0.193
11,2.534,0.00604,0.154
11,2.544,0.00626,0.112
11,2.555,0.00654,0.07
11,2.565,0.00683,0.026
11,2.574,0.00688,-0.018
11,2.584,0.00695,-0.062
11,2.595,0.00703,-0.105
11,2.605,0.00707,-0.146
11,2.614,0.00705,-0.186
11,2.625,0.00715,-0.224
11,2.635,0.00733,-0.259
11,2.645,0.00745,-0.291
11,2.654,0.00751,-0.319
11,2.664,0.0076,-0.344
11,2.674,0.00759,-0.364
11,2.684,0.00739,-0.38
11,2.695,0.00712,-0.391
11,2.704,0.00695,-0.398
11,2.714,0.00654,-0.4
11,2.724,0.00622,-0.397
11,2.734,0.00585,-0.389
11,2.744,0.00546,-0.376
11,2.754,0.00481,-0.359
11,2.765,0.00436,-0.338
11,2.774,0.00375,-0.312
11,2.784,0.00318,-0.283
11,2.794,0.00261,-0.25
11,2.804,0.00214,-0.215
11,2.815,0.0015,-0.176
11,2.825,0.00091,-0.136
11,2.834,0.00036,-0.094
11,2.845,-0.00015,-0.05
11,2.855,-0.00067,-0.007
11,2.865,-0.00107,0.037
11,2.875,-0.00147,0.081
11,2.884,-0.00173,0.123
11,2.895,-0.00185,0.164
11,2.905,-0.00181,0.203
11,2.914,-0.00157,0.24
11,2.924,-0.00124,0.274
11,2.934,-0.00088,0.304
11,2.945,-0.00049,0.331
11,2.954,-0.00018,0.353
11,2.964,0.00006,0.372
11,2.974,0.00035,0.386
11,2.984,0.00069,0.395
11,2.994,0.00099,0.399
11,3.004,0.00146,0.399
11,3.015,0.00197,0.394
11,3.024,0.00249,0.384
11,3.034,0.00302,0.369
11,3.044,0.00367,0.35
11,3.054,0.00418,0.327
11,3.065,0.00468,0.3
11,3.075,0.00507,0.269
11,3.084,0.00547,0.235
11,3.095,0.00566,0.198
11,3.105,0.00597,0.159
11,3.115,0.00617,0.117
11,3.125,0.00644,0.075
11,3.134,0.00658,0.031
11,3.145,0.00677,-0.013
11,3.155,0.00676,-0.057
11,3.164,0.00688,-0.1
11,3.174,0.0069,-0.142
11,3.184,0.00707,-0.182
11,3.195,0.00716,-0.22
11,3.205,0.00727,-0.255
11,3.214,0.00737,-0.287
11,3.225,0.0076,-0.316
11,3.234,0.00756,-0.341
11,3.244,0.00759,-0.362
11,3.254,0.00745,-0.378
11,3.265,0.00734,-0.39
11,3.274,0.00708,-0.397
11,3.285,0.0068,-0.4
11,3.294,0.00629,-0.397
11,3.304,0.00595,-0.39
11,3.315,0.00547,-0.378
11,3.324,0.00494,-0.362
11,3.334,0.00439,-0.341
11,3.345,0.00397,-0.316
11,3.355,0.00331,-0.287
11,3.365,0.00269,-0.254
11,3.375,0.0021,-0.219
11,3.385,0.00153,-0.181
11,3.395,0.00085,-0.141
11,3.405,0.00038,-0.099
11,3.414,-0.00013,-0.056
11,3.424,-0.00065,-0.012
11,3.435,-0.00127,0.032
11,3.444,-0.00154,0.076
11,3.455,-0.00173,0.118
11,3.464,-0.00179,0.16
11,3.475,-0.00178,0.199
11,3.484,-0.0014,0.236
11,3.494,-0.00109,0.27
11,3.504,-0.0009,0.3
11,3.515,-0.00061,0.328
11,3.524,-0.00023,0.351
11,3.535,0.00005,0.37
11,3.544,0.0003,0.384
11,3.554,0.00068,0.394
11,3.565,0.00108,0.399
11,3.574,0.00145,0.399
11,3.585,0.00188,0.395
11,3.595,0.00234,0.385
11,3.605,0.00287,0.371
11,3.615,0.0033,0.353
11,3.625,0.00375,0.33
11,3.635,0.00425,0.303
11,3.644,0.00484,0.273
11,3.655,0.00527,0.239
11,3.664,0.00577,0.203
11,3.675,0.00625,0.163
11,3.685,0.00652,0.122
11,3.694,0.00659,0.08
11,3.704,0.00661,0.036
11,3.714,0.00661,-0.008
11,3.724,0.00651,-0.051
11,3.734,0.00653,-0.095
11,3.744,0.00659,-0.137
11,3.754,0.00677,-0.177
11,3.765,0.00693,-0.215
11,3.774,0.00709,-0.251
11,3.785,0.00722,-0.284
11,3.794,0.00733,-0.313
11,3.804,0.00742,-0.338
11,3.815,0.00739,-0.36
11,3.824,0.00733,-0.377
11,3.835,0.00711,-0.389
11,3.845,0.00691,-0.397
11,3.855,0.00654,-0.4
11,3.865,0.00615,-0.398
11,3.875,0.00566,-0.391
11,3.885,0.00526,-0.38
11,3.894,0.00481,-0.364
11,3.905,0.00442,-0.343
11,3.914,0.00393,-0.319
11,3.925,0.00358,-0.29
11,3.935,0.00301,-0.258
11,3.944,0.0024,-0.223
11,3.954,0.00162,-0.186
11,3.964,0.00106,-0.146
11,3.974,0.00045,-0.104
11,3.984,-0.00001,-0.061
11,3.994,-0.00052,-0.017
11,4.004,-0.0009,0.027
11,4.015,-0.00136,0.07
11,4.024,-0.00164,0.113
11,4.035,-0.00182,0.155
11,4.044,-0.0017,0.194
11,4.054,-0.00155,0.231
11,4.065,-0.00123,0.266
11,4.075,-0.00099,0.297
11,4.085,-0.00061,0.325
11,4.095,-0.0003,0.348
11,4.104,0.00015,0.368
11,4.115,0.00053,0.383
11,4.124,0.00094,0.393
11,4.135,0.00127,0.399
11,4.144,0.00158,0.4
11,4.155,0.00186,0.396
11,4.164,0.00236,0.387
11,4.175,0.00275,0.373
11,4.184,0.00321,0.355
11,4.194,0.0037,0.333
11,4.204,0.00425,0.307
11,4.214,0.00468,0.277
11,4.225,0.00527,0.243
11,4.234,0.00573,0.207
11,4.245,0.00619,0.168
11,4.254,0.0065,0.127
11,4.265,0.00676,0.085
11,4.274,0.00679,0.042
11,4.285,0.00682,-0.002
11,4.294,0.00678,-0.046
11,4.304,0.00679,-0.089
11,4.315,0.00677,-0.132
11,4.325,0.00695,-0.172
11,4.335,0.00711,-0.211
11,4.345,0.00731,-0.247
11,4.354,0.00748,-0.28
11,4.365,0.00761,-0.31
11,4.374,0.00756,-0.335
11,4.385,0.00754,-0.357
11,4.394,0.00747,-0.375
11,4.405,0.00733,-0.388
11,4.414,0.0071,-0.396
11,4.425,0.00692,-0.4
11,4.434,0.00652,-0.398
11,4.444,0.00609,-0.392
11,4.454,0.00566,-0.381
11,4.464,0.00522,-0.366
11,4.475,0.0046,-0.346
11,4.484,0.00419,-0.322
11,4.495,0.00367,-0.294
11,4.504,0.00314,-0.262
11,4.515,0.00258,-0.228
11,4.524,0.00217,-0.19
11,4.535,0.0015,-0.151
11,4.544,0.00103,-0.109
11,4.554,0.00047,-0.066
11,4.565,-0.00004,-0.022
11,4.575,-0.00054,0.022
11,4.585,-0.00089,0.065
11,4.594,-0.00128,0.108
11,4.604,-0.00146,0.15
11,4.615,-0.00145,0.19
11,4.624,-0.00129,0.227
11,4.635,-0.00107,0.262
11,4.644,-0.00078,0.293
11,4.655,-0.00053,0.321
11,4.664,-0.00019,0.346
11,4.675,-0.00008,0.366
11,4.684,0.00025,0.381
11,4.694,0.00057,0.392
11,4.705,0.00105,0.398
11,4.714,0.00142,0.4
11,4.725,0.00195,0.396
11,4.734,0.00232,0.388
11,4.745,0.00278,0.375
11,4.754,0.00316,0.358
11,4.765,0.00368,0.336
11,4.774,0.00422,0.31
11,4.785,0.00482,0.28
11,4.795,0.00525,0.248
11,4.804,0.00578,0.212
11,4.815,0.00603,0.173
11,4.825,0.00633,0.132
11,4.835,0.00653,0.09
11,4.844,0.00686,0.047
11,4.854,0.00682,0.003
11,4.865,0.00687,-0.041
11,4.874,0.00674,-0.084
11,4.885,0.00679,-0.127
11,4.894,0.0067,-0.168
11,4.905,0.00691,-0.206
11,4.914,0.00694,-0.243
11,4.925,0.00724,-0.276
11,4.934,0.00735,-0.306
11,4.944,0.00744,-0.333
11,4.955,0.00729,-0.355
11,4.964,0.00729,-0.373
11,4.975,0.00702,-0.387
11,4.984,0.00674,-0.395
15,0.015,0.00013,0.086
15,0.025,0.00024,0.144
15,0.034,0.00039,0.198
15,0.045,0.00055,0.247
15,0.055,0.00086,0.292
15,0.065,0.00152,0.329
15,0.075,0.00218,0.359
15,0.084,0.00283,0.381
15,0.094,0.00358,0.395
15,0.104,0.00397,0.4
15,0.115,0.0032,0.395
15,0.124,-0.00107,0.382
15,0.134,-0.00559,0.36
15,0.145,-0.0101,0.331
15,0.154,-0.01446,0.293
15,0.164,-0.01779,0.249
15,0.175,-0.01729,0.2
15,0.185,-0.01661,0.146
15,0.194,-0.01607,0.089
15,0.205,-0.01561,0.03
15,0.215,-0.01533,-0.03
15,0.225,-0.01552,-0.09
15,0.235,-0.01553,-0.147
15,0.244,-0.01556,-0.201
15,0.255,-0.01555,-0.25
15,0.264,-0.01547,-0.294
15,0.275,-0.01529,-0.331
15,0.284,-0.01525,-0.361
15,0.295,-0.01518,-0.382
15,0.305,-0.01516,-0.395
15,0.315,-0.01522,-0.4
15,0.324,-0.01536,-0.395
15,0.335,-0.01573,-0.381
15,0.344,-0.01616,-0.359
15,0.354,-0.01662,-0.329
15,0.364,-0.01718,-0.291
15,0.375,-0.0178,-0.247
15,0.384,-0.01828,-0.197
15,0.394,-0.01876,-0.143
15,0.405,-0.01921,-0.086
15,0.414,-0.01971,-0.026
15,0.424,-0.02021,0.034
15,0.434,-0.02064,0.093
15,0.445,-0.02081,0.15
15,0.455,-0.02092,0.204
15,0.465,-0.02079,0.253
15,0.475,-0.0205,0.296
15,0.484,-0.02007,0.333
15,0.495,-0.01978,0.362
15,0.504,-0.01939,0.383
15,0.515,-0.01898,0.396
15,0.524,-0.01857,0.4
15,0.535,-0.01817,0.394
15,0.544,-0.01779,0.38
15,0.555,-0.01744,0.357
15,0.564,-0.01706,0.327
15,0.575,-0.01658,0.289
15,0.584,-0.01625,0.244
15,0.595,-0.01584,0.194
15,0.604,-0.01544,0.14
15,0.614,-0.01517,0.082
15,0.625,-0.01513,0.023
15,0.635,-0.0151,-0.037
15,0.644,-0.01516,-0.096
15,0.655,-0.01516,-0.153
15,0.664,-0.01506,-0.206
15,0.674,-0.01484,-0.255
15,0.685,-0.01464,-0.298
15,0.695,-0.0144,-0.335
15,0.705,-0.01422,-0.364
15,0.715,-0.01417,-0.384
15,0.725,-0.01423,-0.396
15,0.734,-0.01431,-0.4
15,0.745,-0.01447,-0.394
15,0.754,-0.01475,-0.379
15,0.765,-0.0152,-0.356
15,0.774,-0.01558,-0.325
15,0.785,-0.01594,-0.286
15,0.794,-0.01644,-0.241
15,0.804,-0.01694,-0.191
15,0.814,-0.01736,-0.137
15,0.824,-0.01795,-0.079
15,0.834,-0.01853,-0.02
15,0.845,-0.01906,0.04
15,0.854,-0.01953,0.099
15,0.865,-0.01979,0.156
15,0.874,-0.01978,0.209
15,0.885,-0.01959,0.258
15,0.894,-0.0192,0.301
15,0.905,-0.01874,0.337
15,0.914,-0.01833,0.365
15,0.924,-0.01796,0.385
15,0.934,-0.01763,0.397
15,0.945,-0.01745,0.399
15,0.955,-0.01714,0.393
15,0.965,-0.01678,0.378
15,0.975,-0.01648,0.354
15,0.985,-0.01615,0.323
15,0.994,-0.01569,0.284
15,1.005,-0.01532,0.239
15,1.014,-0.01491,0.188
15,1.025,-0.01455,0.133
15,1.034,-0.01426,0.076
15,1.045,-0.01402,0.016
15,1.054,-0.01398,-0.044
15,1.065,-0.01398,-0.103
15,1.075,-0.0139,-0.159
15,1.085,-0.01386,-0.212
15,1.095,-0.01382,-0.26
15,1.105,-0.01363,-0.303
15,1.115,-0.0135,-0.338
15,1.125,-0.01347,-0.366
15,1.134,-0.01342,-0.386
15,1.145,-0.01344,-0.397
15,1.155,-0.01365,-0.399
15,1.164,-0.01396,-0.393
15,1.174,-0.01421,-0.377
15,1.184,-0.01455,-0.353
15,1.195,-0.01497,-0.321
15,1.204,-0.01537,-0.282
15,1.214,-0.01583,-0.236
15,1.224,-0.01637,-0.185
15,1.235,-0.0169,-0.13
15,1.244,-0.01743,-0.072
15,1.255,-0.01796,-0.013
15,1.264,-0.01845,0.047
15,1.275,-0.01885,0.106
15,1.284,-0.01892,0.162
15,1.295,-0.0189,0.215
15,1.304,-0.01855,0.263
15,1.315,-0.01799,0.305
15,1.325,-0.0175,0.34
15,1.335,-0.01732,0.368
15,1.344,-0.01695,0.387
15,1.355,-0.01669,0.398
15,1.365,-0.01659,0.399
15,1.375,-0.01634,0.392
15,1.384,-0.01584,0.376
15,1.395,-0.01543,0.351
15,1.405,-0.01502,0.319
15,1.414,-0.01447,0.279
15,1.424,-0.01403,0.233
15,1.434,-0.01374,0.182
15,1.445,-0.01357,0.127
15,1.454,-0.01343,0.069
15,1.464,-0.0135,0.009
15,1.474,-0.01356,-0.05
15,1.485,-0.01362,-0.109
15,1.494,-0.01351,-0.165
15,1.505,-0.01334,-0.218
15,1.514,-0.01306,-0.265
15,1.525,-0.01282,-0.307
15,1.534,-0.01256,-0.342
15,1.545,-0.01243,-0.369
15,1.554,-0.01249,-0.388
15,1.565,-0.01267,-0.398
15,1.575,-0.01285,-0.399
15,1.585,-0.01315,-0.391
15,1.594,-0.01349,-0.375
15,1.605,-0.01386,-0.35
15,1.615,-0.01435,-0.317
15,1.625,-0.01481,-0.277
15,1.634,-0.01542,-0.231
15,1.645,-0.01607,-0.179
15,1.655,-0.01663,-0.124
15,1.664,-0.01696,-0.066
15,1.675,-0.0174,-0.006
15,1.684,-0.01774,0.054
15,1.694,-0.01797,0.112
15,1.704,-0.01799,0.168
15,1.715,-0.01805,0.221
15,1.725,-0.01796,0.268
15,1.734,-0.01765,0.309
15,1.744,-0.01742,0.344
15,1.755,-0.01723,0.37
15,1.765,-0.01691,0.389
15,1.774,-0.01644,0.398
15,1.784,-0.0162,0.399
15,1.794,-0.01575,0.391
15,1.804,-0.01539,0.373
15,1.815,-0.01504,0.348
15,1.825,-0.01474,0.315
15,1.834,-0.01423,0.274
15,1.844,-0.01389,0.228
15,1.855,-0.01345,0.176
15,1.865,-0.01316,0.121
15,1.874,-0.01304,0.062
15,1.884,-0.01308,0.003
15,1.895,-0.01299,-0.057
15,1.905,-0.01301,-0.115
15,1.914,-0.01289,-0.171
15,1.925,-0.01274,-0.223
15,1.934,-0.0125,-0.27
15,1.944,-0.01238,-0.311
15,1.954,-0.01237,-0.345
15,1.964,-0.01237,-0.371
15,1.975,-0.01245,-0.389
15,1.985,-0.01258,-0.398
15,1.994,-0.01282,-0.399
15,2.004,-0.01299,-0.39
15,2.015,-0.01331,-0.372
15,2.024,-0.01369,-0.346
15,2.034,-0.01414,-0.313
15,2.044,-0.01461,-0.272
15,2.055,-0.0151,-0.225
15,2.065,-0.01556,-0.173
15,2.075,-0.016,-0.117
15,2.084,-0.01652,-0.059
15,2.095,-0.01701,0.001
15,2.104,-0.01752,0.06
15,2.114,-0.01788,0.119
15,2.125,-0.01796,0.174
15,2.135,-0.01786,0.226
15,2.145,-0.01758,0.273
15,2.155,-0.01717,0.313
15,2.164,-0.01676,0.347
15,2.174,-0.01646,0.373
15,2.184,-0.01615,0.39
15,2.194,-0.01574,0.399
15,2.204,-0.01542,0.398
15,2.214,-0.01507,0.389
15,2.224,-0.01463,0.371
15,2.234,-0.01424,0.345
15,2.244,-0.01386,0.311
15,2.254,-0.01341,0.269
15,2.265,-0.01305,0.222
15,2.274,-0.0128,0.17
15,2.284,-0.01257,0.114
15,2.294,-0.01251,0.056
15,2.305,-0.01253,-0.004
15,2.315,-0.01257,-0.064
15,2.324,-0.01256,-0.122
15,2.334,-0.01245,-0.177
15,2.345,-0.01229,-0.229
15,2.355,-0.01211,-0.275
15,2.364,-0.01198,-0.316
15,2.375,-0.01179,-0.349
15,2.385,-0.01172,-0.374
15,2.395,-0.01176,-0.391
15,2.404,-0.01187,-0.399
15,2.414,-0.01201,-0.398
15,2.424,-0.01234,-0.388
15,2.434,-0.01279,-0.37
15,2.444,-0.01318,-0.343
15,2.454,-0.01361,-0.308
15,2.464,-0.01407,-0.267
15,2.474,-0.01464,-0.22
15,2.484,-0.01511,-0.167
15,2.494,-0.01561,-0.111
15,2.504,-0.01606,-0.052
15,2.515,-0.01654,0.007
15,2.524,-0.017,0.067
15,2.534,-0.01743,0.125
15,2.544,-0.01763,0.18
15,2.555,-0.01772,0.232
15,2.565,-0.01753,0.278
15,2.574,-0.0171,0.318
15,2.584,-0.01655,0.35
15,2.595,-0.01621,0.375
15,2.605,-0.01582,0.391
15,2.614,-0.01563,0.399
15,2.625,-0.01541,0.398
15,2.635,-0.01513,0.387
15,2.645,-0.01472,0.368
15,2.654,-0.01431,0.341
15,2.664,-0.01377,0.306
15,2.674,-0.01329,0.264
15,2.684,-0.01287,0.217
15,2.695,-0.01256,0.164
15,2.704,-0.01238,0.108
15,2.714,-0.01231,0.049
15,2.724,-0.01224,-0.011
15,2.734,-0.01223,-0.07
15,2.744,-0.0122,-0.128
15,2.754,-0.01219,-0.183
15,2.765,-0.01202,-0.234
15,2.774,-0.01184,-0.28
15,2.784,-0.01167,-0.32
15,2.794,-0.01159,-0.352
15,2.804,-0.01151,-0.376
15,2.815,-0.01161,-0.392
15,2.825,-0.01178,-0.399
15,2.834,-0.01198,-0.397
15,2.845,-0.01225,-0.387
15,2.855,-0.01266,-0.367
15,2.865,-0.01297,-0.339
15,2.875,-0.0134,-0.304
15,2.884,-0.0139,-0.262
15,2.895,-0.01436,-0.214
15,2.905,-0.01493,-0.161
15,2.914,-0.01557,-0.105
15,2.924,-0.01607,-0.046
15,2.934,-0.01655,0.014
15,2.945,-0.01693,0.074
15,2.954,-0.01703,0.131
15,2.964,-0.01693,0.186
15,2.974,-0.01685,0.237
15,2.984,-0.0166,0.283
15,2.994,-0.0163,0.322
15,3.004,-0.01608,0.353
15,3.015,-0.01591,0.377
15,3.024,-0.01561,0.393
15,3.034,-0.01535,0.399
15,3.044,-0.0151,0.397
15,3.054,-0.01476,0.386
15,3.065,-0.0144,0.366
15,3.075,-0.01404,0.338
15,3.084,-0.01365,0.302
15,3.095,-0.01322,0.259
15,3.105,-0.01283,0.211
15,3.115,-0.01257,0.158
15,3.125,-0.01239,0.101
15,3.134,-0.01229,0.042
15,3.145,-0.01224,-0.017
15,3.155,-0.01215,-0.077
15,3.164,-0.01199,-0.135
15,3.174,-0.01176,-0.189
15,3.184,-0.01148,-0.24
15,3.195,-0.01126,-0.285
15,3.205,-0.01112,-0.324
15,3.214,-0.01107,-0.355
15,3.225,-0.01121,-0.378
15,3.234,-0.01135,-0.393
15,3.244,-0.01152,-0.399
15,3.254,-0.01181,-0.397
15,3.265,-0.01216,-0.385
15,3.274,-0.01245,-0.364
15,3.285,-0.01283,-0.336
15,3.294,-0.01336,-0.3
15,3.304,-0.01383,-0.257
15,3.315,-0.01427,-0.208
15,3.324,-0.01481,-0.155
15,3.334,-0.01543,-0.098
15,3.345,-0.01592,-0.039
15,3.355,-0.01649,0.021
15,3.365,-0.01697,0.08
15,3.375,-0.01733,0.138
15,3.385,-0.0174,0.192
15,3.395,-0.01725,0.242
15,3.405,-0.01684,0.287
15,3.414,-0.01643,0.326
15,3.424,-0.01602,0.357
15,3.435,-0.01566,0.379
15,3.444,-0.01544,0.394
15,3.455,-0.01531,0.4
15,3.464,-0.01506,0.396
15,3.475,-0.01479,0.384
15,3.484,-0.01449,0.363
15,3.494,-0.01406,0.334
15,3.504,-0.01355,0.297
15,3.515,-0.0132,0.254
15,3.524,-0.01284,0.205
15,3.535,-0.01253,0.152
15,3.544,-0.01239,0.095
15,3.554,-0.01231,0.036
15,3.565,-0.01227,-0.024
15,3.574,-0.01224,-0.083
15,3.585,-0.01213,-0.141
15,3.595,-0.01199,-0.195
15,3.605,-0.01187,-0.245
15,3.615,-0.01171,-0.29
15,3.625,-0.01144,-0.327
15,3.635,-0.01138,-0.358
15,3.644,-0.01147,-0.381
15,3.655,-0.01157,-0.395
15,3.664,-0.01166,-0.4
15,3.675,-0.01191,-0.396
15,3.685,-0.01232,-0.383
15,3.694,-0.01278,-0.362
15,3.704,-0.01312,-0.332
15,3.714,-0.01367,-0.295
15,3.724,-0.01428,-0.252
15,3.734,-0.01476,-0.202
15,3.744,-0.01511,-0.149
15,3.754,-0.01558,-0.092
15,3.765,-0.01605,-0.032
15,3.774,-0.01647,0.027
15,3.785,-0.01673,0.087
15,3.794,-0.01685,0.144
15,3.804,-0.01692,0.198
15,3.815,-0.01683,0.248
15,3.824,-0.0165,0.292
15,3.835,-0.01607,0.329
15,3.845,-0.01576,0.36
15,3.855,-0.01553,0.382
15,3.865,-0.0151,0.395
15,3.875,-0.01479,0.4
15,3.885,-0.01466,0.395
15,3.894,-0.01436,0.382
15,3.905,-0.01392,0.36
15,3.914,-0.01367,0.33
15,3.925,-0.01337,0.293
15,3.935,-0.01287,0.249
15,3.944,-0.01261,0.2
15,3.954,-0.01237,0.146
15,3.964,-0.01227,0.088
15,3.974,-0.01231,0.029
15,3.984,-0.0124,-0.031
15,3.994,-0.01231,-0.09
15,4.004,-0.01228,-0.147
15,4.015,-0.01204,-0.201
15,4.024,-0.01174,-0.25
15,4.035,-0.01155,-0.294
15,4.044,-0.01132,-0.331
15,4.054,-0.01112,-0.361
15,4.065,-0.01115,-0.383
15,4.075,-0.01117,-0.396
15,4.085,-0.01124,-0.4
15,4.095,-0.01159,-0.395
15,4.104,-0.01199,-0.381
15,4.115,-0.0123,-0.359
15,4.124,-0.01279,-0.328
15,4.135,-0.01335,-0.291
15,4.144,-0.01389,-0.246
15,4.155,-0.01441,-0.197
15,4.164,-0.01504,-0.142
15,4.175,-0.01549,-0.085
15,4.184,-0.01606,-0.026
15,4.194,-0.01659,0.034
15,4.204,-0.01699,0.093
15,4.214,-0.01725,0.15
15,4.225,-0.01735,0.204
15,4.234,-0.01718,0.253
15,4.245,-0.01684,0.296
15,4.254,-0.01645,0.333
15,4.265,-0.01595,0.362
15,4.274,-0.01564,0.383
15,4.285,-0.0153,0.396
15,4.294,-0.01503,0.4
15,4.304,-0.01478,0.394
15,4.315,-0.01452,0.38
15,4.325,-0.01421,0.357
15,4.335,-0.01384,0.326
15,4.345,-0.01342,0.288
15,4.354,-0.01306,0.244
15,4.365,-0.01275,0.194
15,4.374,-0.0125,0.139
15,4.385,-0.01237,0.082
15,4.394,-0.01246,0.022
15,4.405,-0.01237,-0.038
15,4.414,-0.0124,-0.097
15,4.425,-0.0124,-0.153
15,4.434,-0.01225,-0.207
15,4.444,-0.0119,-0.256
15,4.454,-0.01178,-0.299
15,4.464,-0.01158,-0.335
15,4.475,-0.01141,-0.364
15,4.484,-0.01139,-0.384
15,4.495,-0.01157,-0.396
15,4.504,-0.01169,-0.4
15,4.515,-0.01192,-0.394
15,4.524,-0.01223,-0.379
15,4.535,-0.01263,-0.356
15,4.544,-0.01303,-0.324
15,4.554,-0.01353,-0.286
15,4.565,-0.01411,-0.241
15,4.575,-0.01481,-0.191
15,4.585,-0.01531,-0.136
15,4.594,-0.01581,-0.078
15,4.604,-0.01629,-0.019
15,4.615,-0.01674,0.041
15,4.624,-0.01696,0.1
15,4.635,-0.01718,0.157
15,4.644,-0.01716,0.21
15,4.655,-0.017,0.258
15,4.664,-0.01664,0.301
15,4.675,-0.01634,0.337
15,4.684,-0.0161,0.365
15,4.694,-0.01584,0.385
15,4.705,-0.01552,0.397
15,4.714,-0.01534,0.399
15,4.725,-0.01494,0.393
15,4.734,-0.01443,0.378
15,4.745,-0.01393,0.354
15,4.754,-0.01355,0.323
15,4.765,-0.01303,0.284
15,4.774,-0.01275,0.238
15,4.785,-0.01245,0.188
15,4.795,-0.01229,0.133
15,4.804,-0.01219,0.075
15,4.815,-0.01217,0.016
15,4.825,-0.01214,-0.044
15,4.835,-0.01208,-0.103
15,4.844,-0.01194,-0.16
15,4.854,-0.01178,-0.213
15,4.865,-0.01158,-0.261
15,4.874,-0.01134,-0.303
15,4.885,-0.01125,-0.339
15,4.894,-0.01127,-0.367
15,4.905,-0.01129,-0.386
15,4.914,-0.01137,-0.397
15,4.925,-0.01154,-0.399
15,4.934,-0.01185,-0.392
15,4.944,-0.01215,-0.377
15,4.955,-0.01259,-0.353
15,4.964,-0.01308,-0.321
15,4.975,-0.01348,-0.281
15,4.984,-0.01384,-0.236
19,0.015,0.00008,0.109
19,0.025,0.00014,0.179
19,0.034,0.00015,0.243
19,0.045,0.00024,0.299
19,0.055,0.00038,0.344
19,0.065,0.00097,0.376
19,0.075,0.00156,0.395
19,0.084,0.00228,0.399
19,0.094,0.00276,0.389
19,0.104,0.00311,0.366
19,0.115,0.00331,0.329
19,0.124,0.00339,0.28
19,0.134,0.00344,0.221
19,0.145,0.00368,0.154
19,0.154,0.00377,0.082
19,0.164,0.00371,0.006
19,0.175,0.00374,-0.069
19,0.185,0.00371,-0.142
19,0.194,0.00368,-0.21
19,0.205,0.00393,-0.27
19,0.215,0.00416,-0.321
19,0.225,0.0043,-0.36
19,0.235,0.00442,-0.386
19,0.244,0.00448,-0.399
19,0.255,0.00437,-0.396
19,0.264,0.00425,-0.38
19,0.275,0.00398,-0.35
19,0.284,0.00368,-0.307
19,0.295,0.00329,-0.254
19,0.305,0.00289,-0.191
19,0.315,0.00232,-0.121
19,0.324,0.00187,-0.047
19,0.335,0.00138,0.029
19,0.344,0.00094,0.104
19,0.354,0.00057,0.175
19,0.364,0.00052,0.239
19,0.375,0.00062,0.295
19,0.384,0.00097,0.341
19,0.394,0.0013,0.374
19,0.405,0.00176,0.394
19,0.414,0.00209,0.399
19,0.424,0.00244,0.391
19,0.434,0.00265,0.368
19,0.445,0.003,0.332
19,0.455,0.00312,0.284
19,0.465,0.00335,0.225
19,0.475,0.00355,0.159
19,0.484,0.00364,0.087
19,0.495,0.00351,0.012
19,0.504,0.00352,-0.064
19,0.515,0.00347,-0.137
19,0.524,0.00349,-0.206
19,0.535,0.0036,-0.267
19,0.544,0.00389,-0.318
19,0.555,0.00409,-0.358
